sample_number,sample_code,plant_part,harvest_year,nitrogen_ppm,phosphorus_ppm,potassium_ppm,irrigation_levels,crop_rotation,field_or_greenhouse,species,harvest_year_desc,irrigation_desc,crop_rotation_desc,environment,total_fat_g_100_g_dw,crude_protein_g_100_g_dw,ash_g_100_g_dw,fiber_g_100_g_dw,carbohydrates_g_100_g_dw,energy_kcal_100_g_dw,oxalic_acid_mg_100_g_dw,quinic_acid_mg_100_g_dw,malic_acid_mg_100_g_dw,shikinic_acid_mg_100_g_dw,succinic_acid_mg_100_g_dw,citric_acid_mg_100_g_dw,total_acids_mg_100_g_dw,c6:0,c8:0,c10:0,c11:0,c12:0,c13:0,c14:0,c14:1,c15:0,c15:1,c16:0,c16:1,c17:0,c17:1,c18:0,c18:1n9c,c18:2n6c,c18:3n6,c18:3n3,c20:0,c20:2,c21:0,c22:0,c20:3n3,c20:5n3,c22:2,c23:0,c24:0,sfa,mufa,pufa,α-tocopherol_mg_100_g_dw,β-tocopherol_mg_100_g_dw,γ-tocopherol_mg_100_g_dw,total_tocopherols_mg_100_g_dw,fructose_g_100_g_dw,glucose_g_100_g_dw,saccharose_g_100_g_dw,trehalose_g_100_g_dw,raffinose_g_100_g_dw,total_free_sugars_g_100_g_dw,isocitric_acid_mg_g_of_extract,citric_acid_mg_g_of_extract,hydroxytyrosol_hexoside_mg_g_of_extract,cis-o-caffeoylqunic_acid_mg_g_of_extract,3-o-p-coumaroylquinic_acid_mg_g_of_extract,oleraceic_c_mg_g_of_extract,trans-o-caffeoylqunic_acid_mg_g_of_extract,4-o-p-coumaroylquinic_acid_mg_g_of_extract,giag_mg_g_of_extract,"apigenin-6,8-dihexoside_mg_g_of_extract",cis_5-o-caffeoylquinic_acid_mg_g_of_extract,trans_5-o-caffeoylquinic_acid_mg_g_of_extract,cis-5-o-p-coumaroylquinic_acid_mg_g_of_extract,trans-5-o-p-coumaroylquinic_acid_mg_g_of_extract,5-o-feruloylquinic_acid_mg_g_of_extract,chicoric_acid_mg_g_of_extract,oleracein_a_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,oleracein_c_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-hexurunoside_mg_g_of_extract,luteolin-o-hexurunoside_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,quercetin-o-acetylhexoside_mg_g_of_extract,kaempherol-o-deoxyhexosyl-hexoside_mg_g_of_extract,isorhamnetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-hexurunoside_mg_g_of_extract,apigenin-o-hexurunoside_mg_g_of_extract,isorhamnetin-o-hexurunoside_mg_g_of_extract,diosmetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-acetylhexoside_mg_g_of_extract,isorhamnetin-o-acetylhexoside_mg_g_of_extract,total_phenolic_acids_mg_g_of_extract,total_flavonoids_mg_g_of_extract,total_phenolic_compounds_mg_g_of_extract,tbars_ug_ml,oxhlia_ug_ml,experimental_code
1,PORL1_0,leaves,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,2.350861486208619,15.8469075151679,21.42715496650455,43.73949625633223,16.6355797757867,238.5666950523604,4.99,7.65,5.959,0.25935,2.31,,20.9,,,,,,,,,,,24.188,,,,12.21,8.110000000000001,12.2895,,36.312,,,,5.565,,,,1.325,,43.288,8.110000000000001,48.6015,6.24,0.9492734472328863,2.917789798402493,10.11019072605724,7.48,10.74,,21.62,,39.84,1.142994906203538,1.884296496626644,4.057395988852555,,,0.6879103439311144,,,0.5690824941215433,,,,,,,,1.468235011756913,,,0.1439161520119225,,,,,,,,,,,,,,,,7.772597735613852,259.203947368421,94.99,PO_L_ROT-Inter_20_F
2,PORL2_0,leaves,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,3.265542727404757,13.91167635658915,20.98348348348392,44.28944200679815,17.54985542572402,243.8148956894918,5.144947683109118,6.840585259104953,6.39029171398295,0.3215953537618336,2.687658403733799,,21.06348305993082,,,,,,,,,,,28.224,,,,11.02,7.5,13.45,,37.458,,,,1.9,,,,0.45,,41.594,7.5,50.908,8.312933254109726,0.3252129134482076,3.081798375916023,11.71994454347396,6.74,14.688,,14.434,,35.862,2.210194484152386,3.401483769207584,4.984069021076393,,,1.55278563672697,,,1.410400208032899,,,,,,,,2.348356405050023,,,0.2466094659792256,,,,,,,,,,,,,,,,12.14853291116333,304.040404040404,148.69,PO_L_ROT-Inter_20_F
2,PORL2_0,leaves,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,3.213895177859463,13.88677148678936,20.97019172197146,43.74296709024548,18.18617452313424,244.7027748209205,5.01,6.62,6.311,0.32781,2.68,,20.62,,,,,,,,,,,27.47,,,,11.324,7.65,14.2,,37.12,,,,1.8,,,,0.44,,41.034,7.65,51.31999999999999,8.48,0.3334059012787556,3.14276389734107,11.95538984761478,6.66,14.58,,14.3,,35.54,2.157323812571206,3.474337294376617,5.005865934039639,,,1.521557100368639,,,1.395602264407564,,,,,,,,2.333256260520211,,,0.2403054685000571,,,,,,,,,,,,,,,,12.1590841413561,306.4604810996563,156.18,PO_L_ROT-Inter_20_F
2,PORL2_0,leaves,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,3.162247628314169,13.86186661698957,20.956899960459,43.1964921736928,18.82249362054446,245.5906539523492,4.876733308420528,6.390224906974238,6.230913110510035,0.334020615346288,2.676610350471309,,20.17448167637611,,,,,,,,,,,27.847,,,,11.172,7.575,13.825,,37.289,,,,1.85,,,,0.445,,41.31400000000001,7.575,51.114,8.645506843880181,0.3415988891093037,3.203729418766117,12.1908351517556,6.578,14.478,,14.158,,35.214,2.104453140990026,3.54719081954565,5.027662847002883,,,1.490328564010308,,,1.380804320782229,,,,,,,,2.318156115990399,,,0.2340014710208885,,,,,,,,,,,,,,,,12.16963537154887,310.3668261562997,142.0,PO_L_ROT-Inter_20_F
3,PORL3_0,leaves,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,3.390660982899806,11.85285299806576,19.43164362519175,41.70181645208535,23.62302594175733,255.8230975095614,4.608729276939978,5.372973983044148,5.143666737837856,0.2317955407969639,2.091936783691425,,17.21730678151341,,,,,,,,,,,26.45,,,,6.5,7.0,15.42,,41.18,,,,2.85,,,,0.6,,36.40000000000001,7.0,56.6,9.669724770642201,0.3326685281212605,3.380933386517751,13.38332668528121,15.96,33.254,,68.393,,117.607,2.287607132449777,3.492282918308803,6.265647691813489,,,1.801952085301748,,,1.860351394692668,,,,,,,,3.768246942910299,,,0.2567877843039849,,,,,,,,,,,,,,,,13.84748982787382,143.7253451676529,160.94,PO_L_ROT-Inter_20_F
3,PORL3_0,leaves,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,3.50067179495934,11.55119528797369,19.14903623986484,41.67671788357687,24.12237879362526,257.5537782481836,4.56,5.3,5.135,0.22774,2.07,,17.06,,,,,,,,,,,27.4,,,,6.2,6.8,15.02,,41.096,,,,2.9,,,,0.58,,37.08,6.8,56.116,9.46,0.3427583146935416,3.427017326170268,13.22845131732415,15.91,33.22,,67.91,,117.04,2.239747043922205,3.384440718919792,6.294857701235689,,,1.819211123286871,,,1.878578875057226,,,,,,,,3.785779883372459,,,0.2642249042985302,,,,,,,,,,,,,,,,13.73825658736456,140.5404589371981,171.2,PO_L_ROT-Inter_20_F
3,PORL3_0,leaves,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,3.610682607018874,11.24953757788162,18.86642885453793,41.65161931506839,24.62173164549318,259.2844589868059,4.514788899430739,5.219399670151937,5.126793233094074,0.2236810895835414,2.05073154693364,,16.91171334961039,,,,,,,,,,,26.925,,,,6.35,6.9,15.22,,41.13800000000001,,,,2.875,,,,0.59,,36.74,6.9,56.358,9.247626582278482,0.3528481012658228,3.473101265822785,13.07357594936709,15.864,33.191,,67.421,,116.475,2.191886955394634,3.276598519530782,6.32406771065789,,,1.836470161271994,,,1.896806355421785,,,,,,,,3.803312823834618,,,0.2716620242930754,,,,,,,,,,,,,,,,13.6290233468553,141.1769005847953,150.72,PO_L_ROT-Inter_20_F
4,PORL1_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,5.893805309734401,17.04950444983819,20.27027027026963,50.68334205561399,6.103077914543789,247.0212613563655,11.80434845242015,,1.143835969130512,,3.484375309067429,,16.43255973061809,,,,,,,,,,,21.333,,,,6.535,5.605,17.393,,40.737,2.573,,,4.437,,,,1.388,,36.266,5.605,58.13,8.386581469648561,1.39776357827476,2.795527156549521,12.57987220447284,0.766,0.542,,,,1.308,0.284538917044674,1.579936601607624,1.223194416705466,,,2.101585818394031,,,1.12581777668456,,,,,,,,0.1775177302228074,,,0.2252070248883873,,,,,,,,,,,,,,,,6.717798285547549,248.1481481481482,174.1325,PO_L_ROT-Inter_21_F
4,PORL1_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,5.569650126851156,16.5921812749004,21.29703763010423,49.18052935352343,7.360601614620791,244.299041406792,12.01631750082318,,1.20409669804204,,3.721077661296321,,16.94149186016154,,,,,,,,,,,21.45,,,,6.6,5.74,17.661,,40.09,2.61,,,4.452,,,,1.4,,36.51199999999999,5.74,57.751,7.953867568104991,1.471465500099423,2.783853648836747,12.20918671704116,0.741,0.512,,,,1.253,0.2906465431796811,1.628039075106467,1.273005323329263,,,2.082434991326604,,,1.127876980854221,,,,,,,,0.1807890073743965,,,0.2320712649332735,,,,,,,,,,,,,,,,6.814863186103907,228.2442748091603,184.0278,PO_L_ROT-Inter_21_F
4,PORL1_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,5.731727718292779,16.82084286236929,20.78365395018693,49.93193570456871,6.73183976458229,245.6601513815788,11.91,,1.17,,3.6,,16.69,,,,,,,,,,,21.3915,,,,6.5675,5.6725,17.527,,40.4135,2.5915,,,4.4445,,,,1.394,,36.389,5.6725,57.9405,8.17,1.434614539187092,2.789690402693134,12.394529460757,0.75,0.53,,,,1.28,0.2875927301121776,1.603987838357045,1.248099870017365,,,2.092010404860317,,,1.126847378769391,,,,,,,,0.1791533687986019,,,0.2286391449108304,,,,,,,,,,,,,,,,6.766330735825728,230.952380952381,160.9788,PO_L_ROT-Inter_21_F
5,PORL2_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,6.377407272365648,14.66147859922179,20.06220839813396,48.14036922069358,10.75853650958501,255.3574643279052,8.972017409407027,,1.498094592333546,,4.367225957002487,,14.83733795874306,,,,,,,,,,,18.212,,,,5.736,6.114,19.307,,42.065,1.801,,,2.971,,,,0.793,,29.513,6.114,61.37200000000001,10.71216028565761,0.5157706804205515,3.808768101567149,15.03669906764531,1.118,0.71,,,,1.829,0.304160349987605,1.681660062956532,1.981045546042852,,,2.657938079786353,,,1.896715399548326,,,,,,,,0.7491744969753339,,,0.1536749849383264,,,,,,,,,,,,,,,,9.42436892023533,261.3910256410257,60.35,PO_L_ROT-Inter_21_F
5,PORL2_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,6.46902087760129,14.59029471544716,20.74656188605159,45.85657403705142,12.33754848384855,257.6457087696973,8.866211223462665,,1.490813263409669,,4.399746324677386,,14.75677081154972,,,,,,,,,,,18.3,,,,5.87,6.21,19.4,,42.39400000000001,1.94,,,2.802,,,,0.84,,29.752,6.21,61.794,11.08615567439097,0.4872251931075461,3.842345018815608,15.41572588631412,1.085,0.678,,,,1.763,0.3104618005437144,1.689142468361362,1.901324033398466,,,2.632901163712464,,,1.867744296822427,,,,,,,,0.7251628281419004,,,0.1575185373089105,,,,,,,,,,,,,,,,9.284255128289246,252.0833333333333,63.93,PO_L_ROT-Inter_21_F
5,PORL2_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,6.423214074983469,14.62588665733447,20.40438514209277,46.99847162887249,11.54804249671678,256.5015865488012,8.92,,1.49,,4.38,,14.8,,,,,,,,,,,18.256,,,,5.803,6.162,19.3535,,42.2295,1.8705,,,2.8865,,,,0.8165,,29.6325,6.162,61.583,10.9,0.5014979367640489,3.825556560191378,15.22621247697972,1.1,0.69,,,,1.8,0.3073110752656597,1.685401265658947,1.941184789720659,,,2.645419621749409,,,1.882229848185377,,,,,,,,0.7371686625586171,,,0.1555967611236184,,,,,,,,,,,,,,,,9.354312024262288,262.9423076923076,56.22,PO_L_ROT-Inter_21_F
6,PORL3_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,6.558213716108354,15.11277173913044,19.52380952380984,49.77265265464496,9.03255236630639,255.1505251760124,8.194337695133148,,1.316912637045713,,3.597095841379622,,13.10834617355848,,,,,,,,,,,21.091,,,,5.489,6.165,21.197,,40.298,1.702,,,3.301,,,,0.757,,32.34,6.165,61.495,11.43196202531646,0.4003164556962025,3.682753164556962,15.51503164556962,0.826,0.448,,,,1.274,0.3997981474177655,2.569367951406961,4.743240318399456,,,5.216116459991189,,,3.836129463518576,,,,,,,,1.073602295769323,,,0.2652767358084401,,,,,,,,,,,,,,,,18.10353137231171,544.5312500000001,49.1,PO_L_ROT-Inter_21_F
6,PORL3_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,6.208352576367418,15.83506944444444,19.35483870967672,46.14571885784589,12.45602041166552,261.3309703274384,8.347574609733702,,1.392902698551076,,3.653400846679265,,13.39387815496404,,,,,,,,,,,21.045,,,,5.457,6.24,21.342,,40.347,1.6,,,3.21,,,,0.8,,32.112,6.24,61.689,11.4379736737136,0.4108496210610292,3.797367371360192,15.64619066613482,0.816,0.465,,,,1.281,0.3941811056103305,2.542801336310811,4.664343225896263,,,5.166340128785535,,,3.807413497798898,,,,,,,,1.077726432278242,,,0.2665889610612778,,,,,,,,,,,,,,,,17.91939468774136,554.5731707317075,51.81,PO_L_ROT-Inter_21_F
6,PORL3_1,leaves,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,6.383283146237886,15.47392059178744,19.43932411674328,47.95918575624543,10.74428638898596,258.2407477517254,8.27,,1.35,,3.63,,13.25,,,,,,,,,,,21.068,,,,5.473,6.202500000000001,21.2695,,40.32250000000001,1.651,,,3.2555,,,,0.7785,,32.226,6.202500000000001,61.59200000000001,11.43,0.4055830383786159,3.740060267958577,15.58061115585222,0.82,0.46,,,,1.278,0.396989626514048,2.556084643858886,4.703791772147859,,,5.191228294388361,,,3.821771480658737,,,,,,,,1.075664364023783,,,0.265932848434859,,,,,,,,,,,,,,,,18.01146303002653,585.6707317073173,45.57,PO_L_ROT-Inter_21_F
7,PR1_2,leaves,2,,,,0,2,0,Portulaca_oleracea,2022,not applied,common bean,Field,3.730621770295001,22.04291566746603,20.81016679904633,43.82911552305745,9.587180240135183,247.7542106091748,37.64764241367369,,3.766907829196234,,5.487249246477723,,46.77608554082452,,,,,0.361,,1.904,,,,19.568,3.274,,,5.564,5.2,9.804,,50.87,3.458,,,,,,,,,30.855,8.474,60.674,2.825009988014382,,1.276068717538953,4.101078705553336,0.918,0.45,,0.238,,1.606,1.524310885585306,2.662700873444508,3.656562842806842,,,2.014191569547206,,,0.8740979356894052,,,,,,,,0.5425292560011841,,,0.2430126308786399,,,,,,,,,,,,,,,,11.51740599395309,307.4166666666667,99.2647,PO_L_ROT-Bean_22_F
7,PR1_2,leaves,2,,,,0,2,0,Portulaca_oleracea,2022,not applied,common bean,Field,3.767077861785557,21.25821058917198,20.38523274478142,44.48625305063858,10.10322575362247,248.321952228525,37.64643965815772,,3.521825024460829,,5.199166081487439,,46.24171681558287,,,,,0.381,,2.01,,,,18.548,3.457,,,5.874,4.976,10.351,,50.752,3.651,,,,,,,,,30.464,8.433,61.103,2.685177786656013,,1.218937275269676,3.904115061925689,0.868,0.439,,0.233,,1.539,1.514784992125858,2.569244668933515,3.545067011409325,,,1.980334872297617,,,0.8624318543039563,,,,,,,,0.5390379676644582,,,0.2345168036084038,,,,,,,,,,,,,,,,11.24541817034313,309.0258620689655,104.6512,PO_L_ROT-Bean_22_F
7,PR1_2,leaves,2,,,,0,2,0,Portulaca_oleracea,2022,not applied,common bean,Field,3.748849816040279,21.650563128319,20.59769977191387,44.15768428684802,9.845202996878825,248.0380814188499,37.64704,,3.64437,,5.34321,,46.509,,,,,0.371,,1.957,,,,19.058,3.3655,,,5.718999999999999,5.088,10.0775,,50.811,3.5545,,,,,,,,,30.6595,8.4535,60.8885,2.7551,,1.247502996404315,4.002596883739512,0.89,0.44,,0.24,,1.57,1.519547938855582,2.615972771189012,3.600814927108083,,,1.997263220922411,,,0.8682648949966807,,,,,,,,0.5407836118328211,,,0.2387647172435218,,,,,,,,,,,,,,,,11.38141208214811,311.6056034482759,94.2982,PO_L_ROT-Bean_22_F
8,PR3_2,leaves,2,,,,0,2,0,Portulaca_oleracea,2022,not applied,common bean,Field,4.325584407174813,12.89430732484077,25.25814138204964,45.25160478547979,12.27036210045499,230.0921469367159,38.46323069989133,,3.495465315619035,,7.752143941706931,,49.58532470702239,,,,,1.36,,1.385,,,,21.156,3.187,,,6.033,5.229,10.832,,46.835,3.983,,,,,,,,,33.917,8.416,57.667,7.304834198961247,,6.243707550938874,13.54854174990012,1.692,1.153,,0.261,,3.106,3.926376087335894,1.880505970294787,2.006890902241757,,,1.694025700892914,,,1.788212537098602,,,,,,,,2.797423310660196,,,0.2587845809927777,,,,,,,,,,,,,,,,14.35221908951693,178.6684782608696,234.58,PO_L_ROT-Bean_22_F
8,PR3_2,leaves,2,,,,0,2,0,Portulaca_oleracea,2022,not applied,common bean,Field,4.147688729528029,12.94584332533973,25.44141252006479,44.85189427899077,12.61316114607668,229.2690050093994,38.58513132223649,,3.313951403355336,,7.493811490272255,,49.26737896566917,,,,,1.12,,1.31,,,,21.87,3.19,,,6.15,5.48,10.517,,46.52,3.831,,,,,,,,,34.28100000000001,8.67,57.03700000000001,6.866560127846585,,6.05313623651618,12.91969636436276,1.591,1.127,,0.24,,2.958,4.021357645171387,1.941197896613613,1.959360118512864,,,1.680232499649713,,,1.78120679238794,,,,,,,,2.786726884226884,,,0.2412773618912963,,,,,,,,,,,,,,,,14.4113591984537,183.9364035087719,228.59,PO_L_ROT-Bean_22_F
8,PR3_2,leaves,2,,,,0,2,0,Portulaca_oleracea,2022,not applied,common bean,Field,4.236636568351421,12.92007532509025,25.34977695105721,45.05174953223528,12.44176162326585,229.6805759730577,38.52418,,3.40471,,7.62298,,49.426,,,,,1.24,,1.3475,,,,21.513,3.1885,,,6.0915,5.3545,10.6745,,46.6775,3.907,,,,,,,,,34.099,8.543,57.352,7.0857,,6.148421893727527,13.23411905713144,1.64,1.14,,0.25,,3.03,3.973866866253641,1.9108519334542,1.98312551037731,,,1.687129100271313,,,1.784709664743271,,,,,,,,2.79207509744354,,,0.250030971442037,,,,,,,,,,,,,,,,14.38178914398531,181.0963114754099,208.42,PO_L_ROT-Bean_22_F
9,PR5_2,leaves,2,,,,0,0,0,Portulaca_oleracea,2022,not applied,not applied,Field,3.487135163885402,13.61988275039746,27.91798107255739,43.91177819266427,11.06322282049548,217.9401951438689,42.82637778856688,,3.54225603902947,,6.771102067263557,,53.01319562220548,,,,,1.008,,1.126,,,,18.782,2.861,,,5.425,4.556,10.746,,51.35,4.142,,,,,,,,,30.483,7.417,62.096,7.455852976428285,,5.265681182580903,12.72153415900919,1.318,0.901,,0.26,,2.479,4.447172457600705,1.68860622635767,2.437991034176449,,,1.584555298496282,,,1.674306260733802,,,,,,,,2.525366081107721,,,0.2248664783668063,,,,,,,,,,,,,,,,14.58286383683943,369.47695035461,65.0,PO_L_Ctrl_22_F
9,PR5_2,leaves,2,,,,0,0,0,Portulaca_oleracea,2022,not applied,not applied,Field,3.492859263168255,13.31705364291433,28.38915470494317,44.15201680398715,10.64891558498709,215.6036438880943,42.79340671994821,,3.442250914933749,,6.413399372805301,,52.52251673503284,,,,,1.037,,1.158,,,,18.297,2.944,,,5.778,4.688,11.057,,50.779,4.262,,,,,,,,,30.532,7.632,61.83600000000001,7.510187774670395,,5.323212145425489,12.83339992009588,1.367,0.947,,0.244,,2.558,4.331027256216218,1.64149982836349,2.399602858815128,,,1.569437894952649,,,1.653616441700376,,,,,,,,2.510598704610508,,,0.2146025563992777,,,,,,,,,,,,,,,,14.32038554105765,349.7794117647059,68.4367,PO_L_Ctrl_22_F
9,PR5_2,leaves,2,,,,0,0,0,Portulaca_oleracea,2022,not applied,not applied,Field,3.489997213526829,13.46846819665589,28.15356788875028,44.03189749832571,10.85606920274128,216.7719195159816,42.80989,,3.49225,,6.59225,,52.768,,,,,1.0225,,1.142,,,,18.5395,2.9025,,,5.6015,4.622,10.9015,,51.0645,4.202,,,,,,,,,30.5075,7.5245,61.966,7.483,,5.294446664003196,12.77746703955254,1.34,0.92,,0.25,,2.52,4.389099856908461,1.66505302736058,2.418796946495789,,,1.576996596724465,,,1.663961351217089,,,,,,,,2.517982392859114,,,0.219734517383042,,,,,,,,,,,,,,,,14.45162468894854,355.5877483443709,61.7008,PO_L_Ctrl_22_F
10,PL1_2,leaves,2,0.0,0.0,0.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,4.19858156028373,23.11105,16.70663469224703,38.42126703854147,17.56246670892779,277.3238349553476,38.587731875,9.749406201494423,8.433259562766164,,13.40598257714131,,70.23986337929365,,,,,0.55,,1.077,,,,19.046,2.634,0.221,,5.046,5.958,14.737,,41.991,2.477,,,4.956,,,,1.306,,34.67899999999999,2.634,62.686,379.36,,32032.0,32411.36,1.714,2.817,,,,4.532,4.429534253890393,4.426836953246792,4.353469254705765,,,1.383487062385809,,,0.8628342412971148,,,,,,,,0.7532791087622331,,,0.4172249231535635,,,,,,,,,,,,,,,,16.62666579744167,92.29166666666667,309.3363329583802,PO_L_NPK-Ctrl_22_G
10,PL1_2,leaves,2,0.0,0.0,0.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,4.12765957446804,23.8555,15.4563106796115,40.38455896733774,16.17597077858272,278.0439372192187,38.749881875,9.83986571851424,8.806975031881192,,12.8997395886067,,70.35994537689389,,,,,0.57,,1.1,,,,19.1,2.754,0.23,,5.1,6.123,15.0,,41.874,2.5,,,4.756,,,,1.4,,34.756,2.754,62.997,383.123375324935,,32387.60248,32770.72,1.768,2.917,,,,4.685,4.529086582003717,4.145597813472486,4.633633229698599,,,1.345197591008584,,,0.8574672611220344,,,,,,,,0.7391220178086136,,,0.3901859036709567,,,,,,,,,,,,,,,,16.64029039878499,87.31060606060608,299.5995631598107,PO_L_NPK-Ctrl_22_G
10,PL1_2,leaves,2,0.0,0.0,0.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,4.163120567375884,23.483275,16.08147268592926,39.4029130029396,16.86921874375525,277.6838860872832,38.67,9.79,8.62,,13.15,,70.3,,,,,0.56,,1.0885,,,,19.073,2.694,0.2255,,5.073,6.0405,14.8685,,41.9325,2.4885,,,4.856,,,,1.353,,34.7175,2.694,62.8415,381.242,,32209.8012,32591.04,1.74,2.87,,,,4.61,4.479310417947055,4.28621738335964,4.493551242202182,,,1.364342326697196,,,0.8601507512095746,,,,,,,,0.7462005632854234,,,0.4037054134122601,,,,,,,,,,,,,,,,16.63347809811333,88.75968992248063,307.6923076923077,PO_L_NPK-Ctrl_22_G
11,PL2_2,leaves,2,100.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,4.879938032532738,25.74759803921568,15.10791366906504,42.30480783853545,11.9597424206511,279.3584198093326,18.27413234196118,4.493510567281368,3.669647285397898,,5.66501275410795,,32.1023029487484,,,,,0.41,,1.3,,,,17.89,3.12,0.18,,3.0,7.193,16.457,,42.331,2.5,,,4.123,,,,1.492,,30.895,3.12,65.981,656.8635119280407,,81029.64,81686.5035,2.253,3.672,,,,5.955,2.389552528213503,3.929063749677264,3.493791305042726,,,1.954506219377965,,,1.203273636396105,,,,,,,,1.453373620486446,,,0.4440823763186348,,,,,,,,,,,,,,,,14.86764343551264,63.53450292397661,239.08,PO_L_NPK-N100-P100-K100_22_G
11,PL2_2,leaves,2,100.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,5.034856700232202,27.14734877488515,15.06796116504792,41.49997836902234,11.24985499081239,281.9024821029246,18.28377644350423,4.538537703677494,3.855667927067898,,5.917000304398945,,32.59498237864857,,,,,0.42,,1.32,,,,17.745,3.23,0.19,,3.12,7.392,17.5,,40.945,2.64,,,4.2,,,,1.421,,31.056,3.23,65.837,616.1908486507626,,78711.77,79327.9608,2.351,3.72,,,,6.102,2.46805900552766,3.867021150937406,3.579957797510808,,,2.006571179490176,,,1.243531759251142,,,,,,,,1.410431356314674,,,0.4177955576335519,,,,,,,,,,,,,,,,14.99336780666542,63.10568181818181,234.46,PO_L_NPK-N100-P100-K100_22_G
11,PL2_2,leaves,2,100.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,4.95739736638247,26.44747340705042,15.08793741705648,41.90239310377889,11.60479870573175,280.6304509561286,18.28,4.52,3.76,,5.79,,32.35,,,,,0.415,,1.31,,,,17.8175,3.175,0.185,,3.06,7.2925,16.9785,,41.63800000000001,2.57,,,4.1615,,,,1.4565,,30.9755,3.175,65.909,636.527,,79870.71,80507.232,2.3,3.7,,,,6.03,2.428805766870582,3.898042450307335,3.536874551276767,,,1.980538699434071,,,1.223402697823623,,,,,,,,1.43190248840056,,,0.4309389669760934,,,,,,,,,,,,,,,,14.93050562108903,64.75418994413408,241.6,PO_L_NPK-N100-P100-K100_22_G
12,PL3_2,leaves,2,200.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,6.608772446276411,29.5046094369548,15.31387445021974,44.99384562454371,3.578898042005335,281.8006731814156,21.74090122237777,5.370971403744006,3.378150814844186,,5.361771804853964,,35.85179524581992,,,,,0.57,,1.24,,,,18.897,2.401,0.3,,5.54,5.874,14.421,,41.451,2.5,,,5.24,,,,1.7,,35.987,2.401,61.746,1383.792415169661,,49866.35,51250.14,2.802,4.175,,,,7.011,6.876804848865379,5.068635706232761,4.887313229269026,,,1.480726251586907,,,0.8993795219959154,,,,,,,,0.8229591875034498,,,0.4536446238339681,,,,,,,,,,,,,,,,20.4894633692874,122.8694714131608,266.6666666666667,PO_L_NPK-N200-P100-K100_22_G
12,PL3_2,leaves,2,200.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,6.064174271415941,29.15854466313399,14.77362986497163,43.8194681592406,6.18418304123783,283.587415578712,21.88151216128387,5.616407640541221,3.607290544813975,,5.751539929213176,,36.85675027585224,,,,,0.6,,1.16,,,,18.741,2.52,0.299,,5.6,5.745,14.56,,41.541,2.4,,,5.34,,,,1.6,,35.74,2.52,61.846,1376.447105788423,,51596.01,52972.46,2.866,4.432,,,,7.334,7.370418475760609,5.349008246309251,4.99336431635979,,,1.57124896506044,,,0.9239420875420875,,,,,,,,0.7920489926588287,,,0.4828989153833417,,,,,,,,,,,,,,,,21.48292999907435,124.9421296296297,262.3684799641818,PO_L_NPK-N200-P100-K100_22_G
